name,target,width,height,depth,extension,path,size
facebook (82).png,facebook,960,1280,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (82).png,42849
facebook (61).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (61).png,147781
facebook (36).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (36).png,22875
facebook (20).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (20).png,42047
facebook (77).png,facebook,960,1280,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (77).png,28225
facebook (6).png,facebook,882,1008,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (6).png,40273
facebook (58).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (58).png,1833035
facebook (19).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (19).png,238825
facebook (62).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (62).png,19979
facebook (35).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (35).png,24893
facebook (23).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (23).png,135051
facebook (5).png,facebook,931,1008,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (5).png,124268
facebook (74).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (74).png,31638
facebook (54).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (54).png,1875816
facebook (42).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (42).png,19689
facebook (15).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (15).png,630824
facebook (81).png,facebook,960,1280,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (81).png,78970
facebook (39).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (39).png,42047
facebook (9).png,facebook,969,1873,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (9).png,52072
facebook (78).png,facebook,960,1280,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (78).png,15027
facebook (8).png,facebook,1001,1892,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (8).png,29037
facebook (79).png,facebook,960,1280,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (79).png,13844
facebook (38).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (38).png,602720
facebook (80).png,facebook,960,1280,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (80).png,78970
facebook (14).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (14).png,73903
facebook (43).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (43).png,21265
facebook (55).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (55).png,87117
facebook (4).png,facebook,931,1008,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (4).png,124268
facebook (75).png,facebook,960,1280,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (75).png,17761
facebook (22).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (22).png,135051
facebook (34).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (34).png,101961
facebook (63).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (63).png,397458
facebook (18).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (18).png,238825
facebook (59).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (59).png,21417
facebook (52).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (52).png,99670
facebook (44).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (44).png,32492
facebook (13).png,facebook,960,1280,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (13).png,24507
facebook (68).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (68).png,27313
facebook (29).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (29).png,99481
facebook (48).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (48).png,73991
facebook (64).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (64).png,299093
facebook (33).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (33).png,18530
facebook (25).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (25).png,21795
facebook (3).png,facebook,1007,1184,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (3).png,122131
facebook (72).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (72).png,89152
facebook (2).png,facebook,931,1008,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (2).png,482193
facebook (73).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (73).png,21118
facebook (24).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (24).png,17206
facebook (2).jpg,facebook,768,1204,3,.jpg,phishIRIS_DL_Dataset/train/facebook/facebook (2).jpg,59135
facebook (32).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (32).png,18530
facebook (65).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (65).png,299093
facebook (49).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (49).png,1576582
facebook (28).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (28).png,102446
facebook (69).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (69).png,45001
facebook (12).png,facebook,995,1882,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (12).png,37127
facebook (45).png,facebook,855,1268,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (45).png,20299
facebook (53).png,facebook,855,1251,3,.png,phishIRIS_DL_Dataset/train/facebook/facebook (53).png,135515
wellsfargo (38).jpg,wellsfargo,1224,1349,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (38).jpg,181118
wellsfargo (43).jpg,wellsfargo,1040,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (43).jpg,90274
wellsfargo (14).png,wellsfargo,1907,973,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (14).png,956968
wellsfargo (14).jpg,wellsfargo,935,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (14).jpg,43912
wellsfargo (1).png,wellsfargo,563,1011,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (1).png,40280
wellsfargo (55).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (55).jpg,23370
wellsfargo (1).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (1).jpg,34005
wellsfargo (22).jpg,wellsfargo,810,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (22).jpg,95791
wellsfargo (22).png,wellsfargo,710,1536,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (22).png,868944
wellsfargo (63).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (63).jpg,36565
wellsfargo (34).jpg,wellsfargo,855,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (34).jpg,51636
wellsfargo (18).png,wellsfargo,887,1920,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (18).png,82284
wellsfargo (18).jpg,wellsfargo,768,1035,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (18).jpg,34989
wellsfargo (59).jpg,wellsfargo,808,1014,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (59).jpg,76717
wellsfargo (58).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (58).jpg,55648
wellsfargo (19).jpg,wellsfargo,768,1035,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (19).jpg,52066
wellsfargo (19).png,wellsfargo,834,1543,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (19).png,324356
wellsfargo (35).jpg,wellsfargo,720,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (35).jpg,127231
wellsfargo (62).jpg,wellsfargo,738,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (62).jpg,201541
wellsfargo (23).png,wellsfargo,855,1902,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (23).png,286708
wellsfargo (23).jpg,wellsfargo,1363,1023,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (23).jpg,126864
wellsfargo (54).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (54).jpg,39484
wellsfargo (15).jpg,wellsfargo,880,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (15).jpg,45645
wellsfargo (15).png,wellsfargo,795,973,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (15).png,564964
wellsfargo (42).jpg,wellsfargo,692,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (42).jpg,149602
wellsfargo (39).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (39).jpg,35531
wellsfargo (24).jpg,wellsfargo,512,990,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (24).jpg,147063
wellsfargo (65).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (65).jpg,37331
wellsfargo (32).jpg,wellsfargo,1425,1015,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (32).jpg,294745
wellsfargo (49).jpg,wellsfargo,1192,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (49).jpg,264025
wellsfargo (28).jpg,wellsfargo,1026,1016,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (28).jpg,516232
wellsfargo (45).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (45).jpg,55648
wellsfargo (12).png,wellsfargo,575,995,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (12).png,59692
wellsfargo (12).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (12).jpg,41700
wellsfargo (7).png,wellsfargo,960,1280,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (7).png,514779
wellsfargo (53).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (53).jpg,39484
wellsfargo (7).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (7).jpg,52455
wellsfargo (6).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (6).jpg,37499
wellsfargo (52).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (52).jpg,39484
wellsfargo (6).png,wellsfargo,886,1246,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (6).png,124827
wellsfargo (13).jpg,wellsfargo,935,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (13).jpg,43912
wellsfargo (13).png,wellsfargo,575,995,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (13).png,59692
wellsfargo (44).jpg,wellsfargo,768,1035,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (44).jpg,54986
wellsfargo (29).jpg,wellsfargo,512,990,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (29).jpg,276060
wellsfargo (48).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (48).jpg,35531
wellsfargo (33).jpg,wellsfargo,1250,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (33).jpg,109552
wellsfargo (64).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (64).jpg,32309
wellsfargo (25).jpg,wellsfargo,512,990,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (25).jpg,147063
wellsfargo (9).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (9).jpg,48206
wellsfargo (9).png,wellsfargo,855,1251,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (9).png,44385
wellsfargo (30).jpg,wellsfargo,512,990,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (30).jpg,276060
wellsfargo (26).jpg,wellsfargo,2856,1349,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (26).jpg,368746
wellsfargo (5).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (5).jpg,18276
wellsfargo (51).jpg,wellsfargo,1149,1022,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (51).jpg,238425
wellsfargo (5).png,wellsfargo,830,1255,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (5).png,80634
wellsfargo (10).jpg,wellsfargo,1079,1349,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (10).jpg,283302
wellsfargo (10).png,wellsfargo,960,1280,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (10).png,204025
wellsfargo (47).jpg,wellsfargo,857,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (47).jpg,99412
wellsfargo (46).jpg,wellsfargo,1295,1447,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (46).jpg,138175
wellsfargo (11).png,wellsfargo,960,1280,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (11).png,204025
wellsfargo (11).jpg,wellsfargo,1079,1349,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (11).jpg,283302
wellsfargo (4).png,wellsfargo,732,1344,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (4).png,56133
wellsfargo (50).jpg,wellsfargo,1171,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (50).jpg,263133
wellsfargo (4).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (4).jpg,18276
wellsfargo (27).jpg,wellsfargo,2856,1349,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (27).jpg,368746
wellsfargo (66).jpg,wellsfargo,1294,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (66).jpg,239217
wellsfargo (31).jpg,wellsfargo,897,1069,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (31).jpg,197590
wellsfargo (8).png,wellsfargo,855,1268,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (8).png,37724
wellsfargo (8).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (8).jpg,58644
wellsfargo (3).jpg,wellsfargo,714,1011,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (3).jpg,60157
wellsfargo (57).jpg,wellsfargo,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (57).jpg,42670
wellsfargo (3).png,wellsfargo,996,1470,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (3).png,833842
wellsfargo (16).jpg,wellsfargo,734,1008,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (16).jpg,38622
wellsfargo (16).png,wellsfargo,914,1903,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (16).png,134736
wellsfargo (41).jpg,wellsfargo,1121,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (41).jpg,102130
wellsfargo (36).jpg,wellsfargo,720,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (36).jpg,127231
wellsfargo (61).jpg,wellsfargo,674,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (61).jpg,167158
wellsfargo (20).png,wellsfargo,834,1543,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (20).png,324356
wellsfargo (20).jpg,wellsfargo,1096,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (20).jpg,219905
wellsfargo (21).jpg,wellsfargo,1477,1344,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (21).jpg,202504
wellsfargo (21).png,wellsfargo,887,1820,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (21).png,1181378
wellsfargo (60).jpg,wellsfargo,1171,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (60).jpg,263133
wellsfargo (37).jpg,wellsfargo,720,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (37).jpg,127231
wellsfargo (40).jpg,wellsfargo,1250,1024,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (40).jpg,109458
wellsfargo (17).png,wellsfargo,914,1903,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (17).png,134736
wellsfargo (17).jpg,wellsfargo,768,1035,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (17).jpg,34989
wellsfargo (2).png,wellsfargo,651,1246,3,.png,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (2).png,73210
wellsfargo (56).jpg,wellsfargo,741,1010,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (56).jpg,69703
wellsfargo (2).jpg,wellsfargo,593,1004,3,.jpg,phishIRIS_DL_Dataset/train/wellsfargo/wellsfargo (2).jpg,67963
paypal (29).png,paypal,887,1920,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (29).png,945726
paypal (29).jpg,paypal,1091,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (29).jpg,63771
paypal (68).png,paypal,855,1251,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (68).png,1459268
paypal (13).jpg,paypal,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (13).jpg,19279
paypal (44).png,paypal,1006,1896,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (44).png,203742
paypal (44).jpg,paypal,769,1034,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (44).jpg,46829
paypal (13).png,paypal,768,1024,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (13).png,51387
paypal (52).png,paypal,1004,1882,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (52).png,172093
paypal (25).png,paypal,887,1920,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (25).png,1185261
paypal (72).png,paypal,855,1268,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (72).png,37625
paypal (25).jpg,paypal,1340,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (25).jpg,86678
paypal (3).jpg,paypal,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (3).jpg,27115
paypal (64).png,paypal,855,1268,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (64).png,41404
paypal (33).jpg,paypal,843,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (33).jpg,31247
paypal (33).png,paypal,1431,1903,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (33).png,1778956
paypal (3).png,paypal,892,1008,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (3).png,461667
paypal (48).png,paypal,1006,1916,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (48).png,913900
paypal (48).jpg,paypal,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (48).jpg,34540
paypal (49).jpg,paypal,1000,1000,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (49).jpg,69702
paypal (49).png,paypal,1006,1916,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (49).png,913900
paypal (2).png,paypal,843,1008,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (2).png,486541
paypal (32).png,paypal,1167,1903,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (32).png,179275
paypal (32).jpg,paypal,994,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (32).jpg,86167
paypal (2).jpg,paypal,822,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (2).jpg,90454
paypal (65).png,paypal,855,1251,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (65).png,256050
paypal (24).jpg,paypal,842,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (24).jpg,57673
paypal (24).png,paypal,771,1468,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (24).png,48724
paypal (53).png,paypal,1007,1893,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (53).png,1585079
paypal (12).png,paypal,1010,1893,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (12).png,991466
paypal (45).jpg,paypal,976,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (45).jpg,101674
paypal (45).png,paypal,1006,1904,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (45).png,31993
paypal (12).jpg,paypal,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (12).jpg,50238
paypal (69).png,paypal,855,1268,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (69).png,15409
paypal (28).jpg,paypal,858,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (28).jpg,50936
paypal (28).png,paypal,948,1920,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (28).png,1827304
paypal (23).png,paypal,845,1880,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (23).png,760098
paypal (23).jpg,paypal,898,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (23).jpg,26557
paypal (62).png,paypal,855,1268,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (62).png,32364
paypal (5).jpg,paypal,1111,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (5).jpg,80115
paypal (35).jpg,paypal,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (35).jpg,28500
paypal (35).png,paypal,1400,1886,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (35).png,1234786
paypal (5).png,paypal,960,1280,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (5).png,18937
paypal (19).jpg,paypal,1029,1311,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (19).jpg,98239
paypal (19).png,paypal,1670,1886,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (19).png,1415989
paypal (58).png,paypal,855,1268,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (58).png,17506
paypal (39).jpg,paypal,829,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (39).jpg,51013
paypal (9).jpg,paypal,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (9).jpg,57258
paypal (9).png,paypal,1009,1885,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (9).png,1033982
paypal (39).png,paypal,1009,1913,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (39).png,1175471
paypal (15).jpg,paypal,907,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (15).jpg,85206
paypal (42).png,paypal,1009,1895,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (42).png,97045
paypal (42).jpg,paypal,1174,1275,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (42).jpg,78553
paypal (15).png,paypal,784,1086,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (15).png,55883
paypal (54).png,paypal,1007,1893,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (54).png,1585079
paypal (55).png,paypal,855,1251,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (55).png,56629
paypal (14).png,paypal,1007,1893,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (14).png,1760968
paypal (43).jpg,paypal,992,1168,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (43).jpg,62043
paypal (43).png,paypal,1006,1896,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (43).png,203742
paypal (14).jpg,paypal,907,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (14).jpg,85206
paypal (38).png,paypal,1010,1898,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (38).png,91366
paypal (8).png,paypal,948,1920,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (8).png,1827304
paypal (8).jpg,paypal,821,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (8).jpg,48631
paypal (38).jpg,paypal,829,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (38).jpg,51013
paypal (59).png,paypal,855,1268,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (59).png,17506
paypal (18).png,paypal,1670,1886,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (18).png,1415989
paypal (18).jpg,paypal,764,1258,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (18).jpg,88164
paypal (4).png,paypal,1080,1920,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (4).png,77604
paypal (34).png,paypal,885,1445,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (34).png,85489
paypal (34).jpg,paypal,843,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (34).jpg,31247
paypal (63).png,paypal,855,1268,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (63).png,41404
paypal (4).jpg,paypal,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (4).jpg,36712
paypal (22).jpg,paypal,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (22).jpg,24955
paypal (22).png,paypal,845,1880,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (22).png,760098
paypal (7).png,paypal,864,1028,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (7).png,364678
paypal (37).png,paypal,1010,1896,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (37).png,198129
paypal (37).jpg,paypal,769,1034,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (37).jpg,43713
paypal (7).jpg,paypal,809,1028,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (7).jpg,92488
paypal (60).png,paypal,855,1268,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (60).png,843230
paypal (21).jpg,paypal,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/paypal/paypal (21).jpg,24955
paypal (21).png,paypal,1297,1903,3,.png,phishIRIS_DL_Dataset/train/paypal/paypal (21).png,640862
