threshold,class_metrics,target_metrics
71,"{'f1_weighted': 0.6166086429417159, 'roc_auc': np.float64(0.6357425158866624), 'mcc': np.float64(0.25960547687029345), 'precision': 0.624122871859329, 'recall': 0.6357425158866623}","{'target_f1_micro': 0.367910447761194, 'target_f1_macro': 0.028020580452372674, 'target_f1_weighted': 0.4301096986065301, 'target_mcc': np.float64(0.1046476666146775), 'precision': 0.02491460402568884, 'recall': 0.036894680918787816, 'identification_rate': np.float64(0.04451038575667656)}"
72,"{'f1_weighted': 0.6166086429417159, 'roc_auc': np.float64(0.6357425158866624), 'mcc': np.float64(0.25960547687029345), 'precision': 0.624122871859329, 'recall': 0.6357425158866623}","{'target_f1_micro': 0.36529850746268655, 'target_f1_macro': 0.022774497446375247, 'target_f1_weighted': 0.4280026046625176, 'target_mcc': np.float64(0.10076519689581513), 'precision': 0.020452951317422828, 'recall': 0.02999886857540514, 'identification_rate': np.float64(0.03412462908011869)}"
73,"{'f1_weighted': 0.6086127122036121, 'roc_auc': np.float64(0.6325581138011864), 'mcc': np.float64(0.25436899497101734), 'precision': 0.6220287158347948, 'recall': 0.6325581138011863}","{'target_f1_micro': 0.35708955223880595, 'target_f1_macro': 0.02564024060979363, 'target_f1_weighted': 0.4228543369491706, 'target_mcc': np.float64(0.1021006564455184), 'precision': 0.02247427885359442, 'recall': 0.03455924240387023, 'identification_rate': np.float64(0.04532163742690058)}"
74,"{'f1_weighted': 0.6086127122036121, 'roc_auc': np.float64(0.6325581138011864), 'mcc': np.float64(0.25436899497101734), 'precision': 0.6220287158347948, 'recall': 0.6325581138011863}","{'target_f1_micro': 0.35708955223880595, 'target_f1_macro': 0.029997948085926967, 'target_f1_weighted': 0.4228338531611575, 'target_mcc': np.float64(0.1021006564455184), 'precision': 0.0263651759081163, 'recall': 0.03928049355255105, 'identification_rate': np.float64(0.04532163742690058)}"
75,"{'f1_weighted': 0.6008067671566563, 'roc_auc': np.float64(0.6296592628293598), 'mcc': np.float64(0.24984794528725549), 'precision': 0.6203616201459081, 'recall': 0.6296592628293597}","{'target_f1_micro': 0.3455223880597015, 'target_f1_macro': 0.025598133302314762, 'target_f1_weighted': 0.41506768338023414, 'target_mcc': np.float64(0.09822349458787899), 'precision': 0.023281875263915095, 'recall': 0.032580493931842404, 'identification_rate': np.float64(0.04178674351585014)}"
76,"{'f1_weighted': 0.6008067671566563, 'roc_auc': np.float64(0.6296592628293598), 'mcc': np.float64(0.24984794528725549), 'precision': 0.6203616201459081, 'recall': 0.6296592628293597}","{'target_f1_micro': 0.3458955223880597, 'target_f1_macro': 0.026039325496637556, 'target_f1_weighted': 0.41450359797888564, 'target_mcc': np.float64(0.09876946361306932), 'precision': 0.022334170193116006, 'recall': 0.03598827568749592, 'identification_rate': np.float64(0.043227665706051875)}"
77,"{'f1_weighted': 0.5933624946974049, 'roc_auc': np.float64(0.6283421621598361), 'mcc': np.float64(0.2487869622346642), 'precision': 0.6205662884595727, 'recall': 0.6283421621598361}","{'target_f1_micro': 0.3358208955223881, 'target_f1_macro': 0.030512586979598532, 'target_f1_weighted': 0.40811676959365845, 'target_mcc': np.float64(0.09912828722435474), 'precision': 0.026532044395745448, 'recall': 0.040899716884336156, 'identification_rate': np.float64(0.0480225988700565)}"
78,"{'f1_weighted': 0.5933624946974049, 'roc_auc': np.float64(0.6283421621598361), 'mcc': np.float64(0.2487869622346642), 'precision': 0.6205662884595727, 'recall': 0.6283421621598361}","{'target_f1_micro': 0.33544776119402986, 'target_f1_macro': 0.026207879346446316, 'target_f1_weighted': 0.4080517459444124, 'target_mcc': np.float64(0.0985868134696159), 'precision': 0.02338879695237621, 'recall': 0.03437759486029596, 'identification_rate': np.float64(0.046610169491525424)}"
79,"{'f1_weighted': 0.581225018997366, 'roc_auc': np.float64(0.6220824760140138), 'mcc': np.float64(0.23836552670180655), 'precision': 0.6163519248931917, 'recall': 0.6220824760140138}","{'target_f1_micro': 0.32238805970149254, 'target_f1_macro': 0.02963553369032425, 'target_f1_weighted': 0.39707515590390935, 'target_mcc': np.float64(0.09473411948866489), 'precision': 0.025293842568116304, 'recall': 0.041968118943600564, 'identification_rate': np.float64(0.04888268156424581)}"
80,"{'f1_weighted': 0.581225018997366, 'roc_auc': np.float64(0.6220824760140138), 'mcc': np.float64(0.23836552670180655), 'precision': 0.6163519248931917, 'recall': 0.6220824760140138}","{'target_f1_micro': 0.3205223880597015, 'target_f1_macro': 0.027822721010530634, 'target_f1_weighted': 0.3962504136223907, 'target_mcc': np.float64(0.09204791766092442), 'precision': 0.024736266528867335, 'recall': 0.03678993963498648, 'identification_rate': np.float64(0.04189944134078212)}"
81,"{'f1_weighted': 0.5624531171740966, 'roc_auc': np.float64(0.6133410463896073), 'mcc': np.float64(0.22443340437288242), 'precision': 0.6111035114879185, 'recall': 0.6133410463896073}","{'target_f1_micro': 0.29813432835820897, 'target_f1_macro': 0.024499770688715523, 'target_f1_weighted': 0.3781411900925485, 'target_mcc': np.float64(0.08362871246397854), 'precision': 0.02231590622899033, 'recall': 0.03214491399230555, 'identification_rate': np.float64(0.036986301369863014)}"
82,"{'f1_weighted': 0.5624531171740966, 'roc_auc': np.float64(0.6133410463896073), 'mcc': np.float64(0.22443340437288242), 'precision': 0.6111035114879185, 'recall': 0.6133410463896073}","{'target_f1_micro': 0.30186567164179107, 'target_f1_macro': 0.031202173949703874, 'target_f1_weighted': 0.38014585383834143, 'target_mcc': np.float64(0.08893994418192601), 'precision': 0.026624007220322005, 'recall': 0.04387972352876835, 'identification_rate': np.float64(0.050684931506849315)}"
83,"{'f1_weighted': 0.5427407606891401, 'roc_auc': np.float64(0.6035560795952982), 'mcc': np.float64(0.2084169605388831), 'precision': 0.60486499105128, 'recall': 0.6035560795952981}","{'target_f1_micro': 0.2791044776119403, 'target_f1_macro': 0.025943240465986908, 'target_f1_weighted': 0.3606267582355999, 'target_mcc': np.float64(0.07856982206619992), 'precision': 0.022306612015134928, 'recall': 0.037655331162998476, 'identification_rate': np.float64(0.04183535762483131)}"
84,"{'f1_weighted': 0.5427407606891401, 'roc_auc': np.float64(0.6035560795952982), 'mcc': np.float64(0.2084169605388831), 'precision': 0.60486499105128, 'recall': 0.6035560795952981}","{'target_f1_micro': 0.2783582089552239, 'target_f1_macro': 0.024230894747741094, 'target_f1_weighted': 0.36048470563691254, 'target_mcc': np.float64(0.07751784381278937), 'precision': 0.022111953829405312, 'recall': 0.03260049203367085, 'identification_rate': np.float64(0.03913630229419703)}"
85,"{'f1_weighted': 0.5227823937075126, 'roc_auc': np.float64(0.5938040018958872), 'mcc': np.float64(0.19234171904332076), 'precision': 0.5985974375741472, 'recall': 0.5938040018958872}","{'target_f1_micro': 0.258955223880597, 'target_f1_macro': 0.024970760631507587, 'target_f1_weighted': 0.3421349319734502, 'target_mcc': np.float64(0.07110429934380347), 'precision': 0.021890895734640016, 'recall': 0.03603907672026689, 'identification_rate': np.float64(0.03994673768308921)}"
86,"{'f1_weighted': 0.5227823937075126, 'roc_auc': np.float64(0.5938040018958872), 'mcc': np.float64(0.19234171904332076), 'precision': 0.5985974375741472, 'recall': 0.5938040018958872}","{'target_f1_micro': 0.2585820895522388, 'target_f1_macro': 0.023998489555226547, 'target_f1_weighted': 0.3421336812765814, 'target_mcc': np.float64(0.0705827314551203), 'precision': 0.02171117247843266, 'recall': 0.03438891467916586, 'identification_rate': np.float64(0.03861517976031957)}"
87,"{'f1_weighted': 0.5064147874789914, 'roc_auc': np.float64(0.5902907088614286), 'mcc': np.float64(0.18976938623862058), 'precision': 0.5997124189396161, 'recall': 0.5902907088614288}","{'target_f1_micro': 0.23955223880597015, 'target_f1_macro': 0.021915742334903957, 'target_f1_weighted': 0.3247539546969561, 'target_mcc': np.float64(0.06709941409207548), 'precision': 0.019317534338175367, 'recall': 0.03275121141233141, 'identification_rate': np.float64(0.03631647211413749)}"
88,"{'f1_weighted': 0.5064147874789914, 'roc_auc': np.float64(0.5902907088614286), 'mcc': np.float64(0.18976938623862058), 'precision': 0.5997124189396161, 'recall': 0.5902907088614288}","{'target_f1_micro': 0.23880597014925373, 'target_f1_macro': 0.02224134311910499, 'target_f1_weighted': 0.3247490404990553, 'target_mcc': np.float64(0.06606509070492404), 'precision': 0.01994105409589772, 'recall': 0.03105936701976543, 'identification_rate': np.float64(0.03372243839169909)}"
89,"{'f1_weighted': 0.46993775618706524, 'roc_auc': np.float64(0.5761462464321481), 'mcc': np.float64(0.1683075358553931), 'precision': 0.5930033585140546, 'recall': 0.576146246432148}","{'target_f1_micro': 0.20261194029850746, 'target_f1_macro': 0.013953143286199792, 'target_f1_weighted': 0.28865131757902734, 'target_mcc': np.float64(0.05328064836387837), 'precision': 0.013719512580147544, 'recall': 0.019879819663900455, 'identification_rate': np.float64(0.025220680958385876)}"
90,"{'f1_weighted': 0.46993775618706524, 'roc_auc': np.float64(0.5761462464321481), 'mcc': np.float64(0.1683075358553931), 'precision': 0.5930033585140546, 'recall': 0.576146246432148}","{'target_f1_micro': 0.20597014925373133, 'target_f1_macro': 0.019398356295053865, 'target_f1_weighted': 0.29091230633289195, 'target_mcc': np.float64(0.057880103780621375), 'precision': 0.01768671746909613, 'recall': 0.02927465533202805, 'identification_rate': np.float64(0.03656998738965952)}"
100,"{'f1_weighted': 0.197021197722188, 'roc_auc': np.float64(0.5033712859144305), 'mcc': np.float64(0.029542179471968303), 'precision': 0.5647186555891239, 'recall': 0.5033712859144306}","{'target_f1_micro': 0.022014925373134327, 'target_f1_macro': 0.01729499699945977, 'target_f1_weighted': 0.025870916568444934, 'target_mcc': np.float64(0.01359923761059158), 'precision': 0.017683194498044535, 'recall': 0.03206659150670514, 'identification_rate': np.float64(0.0368763557483731)}"
