threshold,class_metrics,target_metrics
71,"{'f1_weighted': 0.6166086429417159, 'roc_auc': np.float64(0.6357425158866624), 'mcc': np.float64(0.25960547687029345), 'precision': 0.624122871859329, 'recall': 0.6357425158866623}","{'target_f1_micro': 0.3664179104477612, 'target_f1_macro': 0.02616909596131172, 'target_f1_weighted': 0.4293463607273546, 'target_mcc': np.float64(0.1024291124896133), 'precision': 0.023639630361714657, 'recall': 0.03265709095526618, 'identification_rate': np.float64(0.03857566765578635)}"
72,"{'f1_weighted': 0.6166086429417159, 'roc_auc': np.float64(0.6357425158866624), 'mcc': np.float64(0.25960547687029345), 'precision': 0.624122871859329, 'recall': 0.6357425158866623}","{'target_f1_micro': 0.36716417910447763, 'target_f1_macro': 0.025524737036301735, 'target_f1_weighted': 0.4301112389938048, 'target_mcc': np.float64(0.1035383895521454), 'precision': 0.022961056249372298, 'recall': 0.03245107673139481, 'identification_rate': np.float64(0.04154302670623145)}"
73,"{'f1_weighted': 0.6086127122036121, 'roc_auc': np.float64(0.6325581138011864), 'mcc': np.float64(0.25436899497101734), 'precision': 0.6220287158347948, 'recall': 0.6325581138011863}","{'target_f1_micro': 0.35634328358208955, 'target_f1_macro': 0.022588579782140867, 'target_f1_weighted': 0.42307161536798255, 'target_mcc': np.float64(0.10100040952294352), 'precision': 0.02217173971612439, 'recall': 0.026803794704368823, 'identification_rate': np.float64(0.04239766081871345)}"
74,"{'f1_weighted': 0.6086127122036121, 'roc_auc': np.float64(0.6325581138011864), 'mcc': np.float64(0.25436899497101734), 'precision': 0.6220287158347948, 'recall': 0.6325581138011863}","{'target_f1_micro': 0.3574626865671642, 'target_f1_macro': 0.028380954821898605, 'target_f1_weighted': 0.4235390751806996, 'target_mcc': np.float64(0.10265077990680584), 'precision': 0.02648173057299855, 'recall': 0.03547874854624813, 'identification_rate': np.float64(0.04678362573099415)}"
75,"{'f1_weighted': 0.6008067671566563, 'roc_auc': np.float64(0.6296592628293598), 'mcc': np.float64(0.24984794528725549), 'precision': 0.6203616201459081, 'recall': 0.6296592628293597}","{'target_f1_micro': 0.3447761194029851, 'target_f1_macro': 0.023439895222273983, 'target_f1_weighted': 0.4136298640757477, 'target_mcc': np.float64(0.09713155653749835), 'precision': 0.020596269889726855, 'recall': 0.03219138374231205, 'identification_rate': np.float64(0.03890489913544669)}"
76,"{'f1_weighted': 0.6008067671566563, 'roc_auc': np.float64(0.6296592628293598), 'mcc': np.float64(0.24984794528725549), 'precision': 0.6203616201459081, 'recall': 0.6296592628293597}","{'target_f1_micro': 0.3458955223880597, 'target_f1_macro': 0.026283365091959693, 'target_f1_weighted': 0.41475725556425863, 'target_mcc': np.float64(0.09876946361306932), 'precision': 0.023067655614189983, 'recall': 0.035570727904219245, 'identification_rate': np.float64(0.043227665706051875)}"
77,"{'f1_weighted': 0.5933624946974049, 'roc_auc': np.float64(0.6283421621598361), 'mcc': np.float64(0.2487869622346642), 'precision': 0.6205662884595727, 'recall': 0.6283421621598361}","{'target_f1_micro': 0.3347014925373134, 'target_f1_macro': 0.03051418668708059, 'target_f1_weighted': 0.4071579842077439, 'target_mcc': np.float64(0.09750386596013823), 'precision': 0.026786901262747596, 'recall': 0.03982286189991814, 'identification_rate': np.float64(0.043785310734463276)}"
78,"{'f1_weighted': 0.5933624946974049, 'roc_auc': np.float64(0.6283421621598361), 'mcc': np.float64(0.2487869622346642), 'precision': 0.6205662884595727, 'recall': 0.6283421621598361}","{'target_f1_micro': 0.3328358208955224, 'target_f1_macro': 0.021956254015235224, 'target_f1_weighted': 0.40618569592970716, 'target_mcc': np.float64(0.09479649718644403), 'precision': 0.020377343139855477, 'recall': 0.027852468670162462, 'identification_rate': np.float64(0.03672316384180791)}"
79,"{'f1_weighted': 0.581225018997366, 'roc_auc': np.float64(0.6220824760140138), 'mcc': np.float64(0.23836552670180655), 'precision': 0.6163519248931917, 'recall': 0.6220824760140138}","{'target_f1_micro': 0.3212686567164179, 'target_f1_macro': 0.02683303359555175, 'target_f1_weighted': 0.39649356166454186, 'target_mcc': np.float64(0.0931223983920206), 'precision': 0.023482921719928374, 'recall': 0.03719056299368437, 'identification_rate': np.float64(0.0446927374301676)}"
80,"{'f1_weighted': 0.581225018997366, 'roc_auc': np.float64(0.6220824760140138), 'mcc': np.float64(0.23836552670180655), 'precision': 0.6163519248931917, 'recall': 0.6220824760140138}","{'target_f1_micro': 0.3208955223880597, 'target_f1_macro': 0.027473745674162317, 'target_f1_weighted': 0.39645993896720827, 'target_mcc': np.float64(0.0925851580264725), 'precision': 0.024360060310576283, 'recall': 0.03606893351185212, 'identification_rate': np.float64(0.04329608938547486)}"
81,"{'f1_weighted': 0.5624531171740966, 'roc_auc': np.float64(0.6133410463896073), 'mcc': np.float64(0.22443340437288242), 'precision': 0.6111035114879185, 'recall': 0.6133410463896073}","{'target_f1_micro': 0.3, 'target_f1_macro': 0.02250682621977842, 'target_f1_weighted': 0.37927181347809147, 'target_mcc': np.float64(0.08628432832295228), 'precision': 0.020072684476772372, 'recall': 0.030933825472576178, 'identification_rate': np.float64(0.043835616438356165)}"
82,"{'f1_weighted': 0.5624531171740966, 'roc_auc': np.float64(0.6133410463896073), 'mcc': np.float64(0.22443340437288242), 'precision': 0.6111035114879185, 'recall': 0.6133410463896073}","{'target_f1_micro': 0.3003731343283582, 'target_f1_macro': 0.027402965124070557, 'target_f1_weighted': 0.37974242249262863, 'target_mcc': np.float64(0.08681545149474702), 'precision': 0.023925117123915512, 'recall': 0.037615829631288414, 'identification_rate': np.float64(0.045205479452054796)}"
83,"{'f1_weighted': 0.5427407606891401, 'roc_auc': np.float64(0.6035560795952982), 'mcc': np.float64(0.2084169605388831), 'precision': 0.60486499105128, 'recall': 0.6035560795952981}","{'target_f1_micro': 0.2809701492537313, 'target_f1_macro': 0.02645774549508725, 'target_f1_weighted': 0.3619562276140098, 'target_mcc': np.float64(0.0811997676997263), 'precision': 0.0226852703944634, 'recall': 0.03895356554238923, 'identification_rate': np.float64(0.048582995951417005)}"
84,"{'f1_weighted': 0.5427407606891401, 'roc_auc': np.float64(0.6035560795952982), 'mcc': np.float64(0.2084169605388831), 'precision': 0.60486499105128, 'recall': 0.6035560795952981}","{'target_f1_micro': 0.27723880597014927, 'target_f1_macro': 0.019720785134312305, 'target_f1_weighted': 0.3599378382667309, 'target_mcc': np.float64(0.07593987643267355), 'precision': 0.018546145027251975, 'recall': 0.026285958644557635, 'identification_rate': np.float64(0.03508771929824561)}"
85,"{'f1_weighted': 0.5227823937075126, 'roc_auc': np.float64(0.5938040018958872), 'mcc': np.float64(0.19234171904332076), 'precision': 0.5985974375741472, 'recall': 0.5938040018958872}","{'target_f1_micro': 0.2608208955223881, 'target_f1_macro': 0.025732644246461326, 'target_f1_weighted': 0.34406151058695106, 'target_mcc': np.float64(0.07371213878721931), 'precision': 0.023010258551254315, 'recall': 0.03650458308091391, 'identification_rate': np.float64(0.04660452729693742)}"
86,"{'f1_weighted': 0.5227823937075126, 'roc_auc': np.float64(0.5938040018958872), 'mcc': np.float64(0.19234171904332076), 'precision': 0.5985974375741472, 'recall': 0.5938040018958872}","{'target_f1_micro': 0.2585820895522388, 'target_f1_macro': 0.024369467837980333, 'target_f1_weighted': 0.34237551097705643, 'target_mcc': np.float64(0.0705827314551203), 'precision': 0.022208491507269137, 'recall': 0.03317427829760401, 'identification_rate': np.float64(0.03861517976031957)}"
87,"{'f1_weighted': 0.5064147874789914, 'roc_auc': np.float64(0.5902907088614286), 'mcc': np.float64(0.18976938623862058), 'precision': 0.5997124189396161, 'recall': 0.5902907088614288}","{'target_f1_micro': 0.2417910447761194, 'target_f1_macro': 0.024432997903864283, 'target_f1_weighted': 0.32710303385436346, 'target_mcc': np.float64(0.07020238425352981), 'precision': 0.022080918056413854, 'recall': 0.034377118362726854, 'identification_rate': np.float64(0.04409857328145266)}"
88,"{'f1_weighted': 0.5064147874789914, 'roc_auc': np.float64(0.5902907088614286), 'mcc': np.float64(0.18976938623862058), 'precision': 0.5997124189396161, 'recall': 0.5902907088614288}","{'target_f1_micro': 0.2414179104477612, 'target_f1_macro': 0.021445805941015993, 'target_f1_weighted': 0.32619744046883664, 'target_mcc': np.float64(0.06968522255995409), 'precision': 0.019019481356298856, 'recall': 0.032473252732153145, 'identification_rate': np.float64(0.042801556420233464)}"
89,"{'f1_weighted': 0.46993775618706524, 'roc_auc': np.float64(0.5761462464321481), 'mcc': np.float64(0.1683075358553931), 'precision': 0.5930033585140546, 'recall': 0.576146246432148}","{'target_f1_micro': 0.2082089552238806, 'target_f1_macro': 0.024142886835222224, 'target_f1_weighted': 0.29214824213806395, 'target_mcc': np.float64(0.06094640739178338), 'precision': 0.0215300168637545, 'recall': 0.036524060693645694, 'identification_rate': np.float64(0.044136191677175286)}"
90,"{'f1_weighted': 0.46993775618706524, 'roc_auc': np.float64(0.5761462464321481), 'mcc': np.float64(0.1683075358553931), 'precision': 0.5930033585140546, 'recall': 0.576146246432148}","{'target_f1_micro': 0.20671641791044776, 'target_f1_macro': 0.020264892690591334, 'target_f1_weighted': 0.29144985495637366, 'target_mcc': np.float64(0.058902204984342045), 'precision': 0.018670561472898122, 'recall': 0.030306401363774084, 'identification_rate': np.float64(0.03909205548549811)}"
100,"{'f1_weighted': 0.197021197722188, 'roc_auc': np.float64(0.5033712859144305), 'mcc': np.float64(0.029542179471968303), 'precision': 0.5647186555891239, 'recall': 0.5033712859144306}","{'target_f1_micro': 0.018656716417910446, 'target_f1_macro': 0.013702117503889388, 'target_f1_weighted': 0.02304905927087266, 'target_mcc': np.float64(0.009131726358276622), 'precision': 0.01459989469158789, 'recall': 0.028681849269889464, 'identification_rate': np.float64(0.027114967462039046)}"
