target,input_name,output_name
dropbox,134.PNG,T53_41.png
dropbox,186.PNG,T53_42.png
dropbox,276.PNG,T53_43.png
dropbox,670.PNG,T53_44.png
dropbox,681.PNG,T53_45.png
dropbox,724.PNG,T53_46.png
adidas,097.PNG,T1_1.png
adidas,098.PNG,T1_2.png
adidas,143.PNG,T1_3.png
adidas,177.PNG,T1_4.png
adidas,179.PNG,T1_5.png
adidas,208.PNG,T1_6.png
adidas,289.PNG,T1_7.png
capital_one,115.PNG,T35_2.png
capital_one,230.PNG,T35_3.png
capital_one,231.PNG,T35_4.png
usaa,124.png,T138_11.png
google_drive,128.png,T147_20.png
google_drive,129.png,T147_21.png
hsbc,130.png,T69_3.png
hsbc,131.png,T69_4.png
hsbc,651.PNG,T69_5.png
mdpd,141.jpg,T88_3.jpg
mdpd,185.jpg,T88_4.jpg
typeform,142.PNG,T137_1.png
allegro,150.PNG,T6_9.png
allegro,307.PNG,T6_10.png
allegro,310.PNG,T6_11.png
allegro,360.PNG,T6_12.png
allegro,469.PNG,T6_13.png
allegro,470.PNG,T6_14.png
allegro,500.PNG,T6_15.png
allegro,501.PNG,T6_16.png
allegro,502.PNG,T6_17.png
allegro,503.PNG,T6_18.png
allegro,504.PNG,T6_19.png
allegro,505.PNG,T6_20.png
allegro,506.PNG,T6_21.png
allegro,507.PNG,T6_22.png
allegro,511.PNG,T6_23.png
allegro,513.PNG,T6_24.png
allegro,514.PNG,T6_25.png
allegro,515.PNG,T6_26.png
allegro,516.PNG,T6_27.png
allegro,596.PNG,T6_28.png
allegro,601.PNG,T6_29.png
american_express,178.PNG,T9_51.png
american_express,180.PNG,T9_52.png
american_express,181.PNG,T9_53.png
american_express,182.PNG,T9_3.png
american_express,183.PNG,T9_4.png
american_express,184.PNG,T9_5.png
american_express,221.PNG,T9_6.png
american_express,239.PNG,T9_7.png
american_express,240.PNG,T9_8.png
american_express,241.PNG,T9_9.png
american_express,242.PNG,T9_10.png
american_express,243.PNG,T9_11.png
american_express,244.PNG,T9_12.png
american_express,245.PNG,T9_13.png
american_express,246.PNG,T9_14.png
american_express,247.PNG,T9_15.png
american_express,248.PNG,T9_16.png
american_express,249.PNG,T9_17.png
american_express,250.PNG,T9_18.png
american_express,251.PNG,T9_19.png
american_express,252.PNG,T9_20.png
american_express,253.PNG,T9_21.png
american_express,254.PNG,T9_22.png
american_express,255.PNG,T9_23.png
american_express,257.PNG,T9_24.png
american_express,258.PNG,T9_25.png
american_express,259.PNG,T9_26.png
american_express,262.PNG,T9_27.png
american_express,263.PNG,T9_28.png
american_express,264.PNG,T9_29.png
american_express,265.PNG,T9_30.png
american_express,266.PNG,T9_31.png
american_express,267.PNG,T9_32.png
american_express,268.PNG,T9_33.png
american_express,269.PNG,T9_34.png
american_express,270.PNG,T9_35.png
american_express,294.PNG,T9_36.png
american_express,296.PNG,T9_37.png
american_express,297.PNG,T9_38.png
american_express,303.PNG,T9_39.png
american_express,304.PNG,T9_40.png
american_express,452.PNG,T9_41.png
american_express,453.PNG,T9_42.png
american_express,454.PNG,T9_43.png
american_express,455.PNG,T9_44.png
american_express,544.PNG,T9_45.png
american_express,626.PNG,T9_46.png
american_express,682.PNG,T9_47.png
american_express,752.PNG,T9_48.png
american_express,753.PNG,T9_49.png
american_express,755.PNG,T9_50.png
la_banque_postale,232.PNG,T79_7.png
la_banque_postale,233.PNG,T79_8.png
la_banque_postale,293.PNG,T79_9.png
la_banque_postale,684.PNG,T79_10.png
la_banque_postale,809.PNG,T79_11.png
instagram,298.PNG,T75_7.png
bankia,306.PNG,T20_1.png
dkb,326.PNG,T51_1.png
dkb,327.PNG,T51_2.png
dkb,328.PNG,T51_3.png
lloyds_bank,329.PNG,T85_4.png
lloyds_bank,332.PNG,T85_1.png
lloyds_bank,818.PNG,T85_2.png
lloyds_bank,819.PNG,T85_3.png
nedbank,331.PNG,T97_1.png
nedbank,424.PNG,T97_2.png
nedbank,661.PNG,T97_3.png
nedbank,680.PNG,T97_4.png
nedbank,770.PNG,T97_5.png
nedbank,771.PNG,T97_6.png
nedbank,848.PNG,T97_7.png
nedbank,888.PNG,T97_8.png
steam,350.PNG,T122_4.png
steam,354.PNG,T122_5.png
steam,690.PNG,T122_6.png
barclaycard,375.PNG,T21_1.png
apple,403.PNG,T12_40.png
apple,589.PNG,T12_41.png
apple,614.PNG,T12_42.png
apple,696.PNG,T12_43.png
apple,697.PNG,T12_44.png
apple,698.PNG,T12_45.png
apple,699.PNG,T12_46.png
apple,700.PNG,T12_47.png
apple,701.PNG,T12_48.png
apple,713.PNG,T12_49.png
apple,714.PNG,T12_50.png
apple,725.PNG,T12_51.png
apple,788.PNG,T12_52.png
apple,846.PNG,T12_53.png
la_poste,441.PNG,T80_1.png
strato,496.PNG,T123_1.png
strato,623.PNG,T123_2.png
strato,769.PNG,T123_3.png
adobe,531.PNG,T2_34.png
cibc,562.PNG,T40_1.png
cibc,563.PNG,T40_2.png
gov_uk,595.PNG,T66_5.png
gov_uk,602.PNG,T66_6.png
gov_uk,691.PNG,T66_7.png
gov_uk,731.PNG,T66_8.png
gov_uk,948.PNG,T66_9.png
barclays,613.PNG,T22_1.png
barclays,757.PNG,T22_2.png
barclays,827.PNG,T22_3.png
ourtime,806.PNG,T106_7.png
ourtime,807.PNG,T106_8.png
ourtime,808.PNG,T106_9.png
ourtime,867.PNG,T106_10.png
bahia,894.PNG,T17_3.png
walmart,910.PNG,T139_1.png
walmart,913.PNG,T139_2.png
sparkasse,950.PNG,T120_3.png
